Make,Model,Configuration,Rating,Price,Registered,Kilometers,Fuel,Consumption,Tax,Power,Transmission,TowCapacity,PriceNew,Trunk,Width,Length,Height
Hyundai,Tucson,"1,6 PHEV Essential aut. 4WD 5d",4.2,209.800 kr.,6/2021,117.000 km,Plug-in hybrid Benzin,"(WLTP) 71,4 km/l",1.080 kr. / år,265 hk/350 nm,Automatisk,1.350 kg,340.814 kr.,558 liter,187 cm,450 cm,165 cm
Honda,HR-V,"1,6 i-DTEC Elegance 5d",4.1,124.900 kr.,10/2015,187.000 km,Diesel,"(NEDC) 25,0 km/l",1.860 kr. / år,120 hk/300 nm,Manuel,1.400 kg,303.300 kr.,-,177 cm,,
VW,Golf VII,"1,4 GTE DSG 5d",4.6,117.700 kr.,7/2015,126.000 km,Plug-in hybrid Benzin,"(NEDC) 32,7 km/l",840 kr. / år,204 hk/350 nm,Automatisk,1.500 kg,426.098 kr.,-,180 cm,436 cm,145 cm
Citroën,C5 Aircross,"1,6 Hybrid SkyLine EAT8 5d",4.5,199.700 kr.,10/2021,84.000 km,Plug-in hybrid Benzin,"(WLTP) 71,4 km/l",840 kr. / år,225 hk/320 nm,Automatisk,1.300 kg,389.315 kr.,460 liter,186 cm,450 cm,169 cm
Kia,Ceed,"1,6 PHEV Upgrade SW DCT 5d",4.3,169.900 kr.,1/2020,77.000 km,Plug-in hybrid Benzin,"(NEDC) 47,1 km/l",940 kr. / år,141 hk/265 nm,Automatisk,1.300 kg,275.919 kr.,427 liter,180 cm,,
Peugeot,3008,"1,6 Hybrid First Selection EAT8 5d",4.4,214.900 kr.,4/2021,76.000 km,Plug-in hybrid Benzin,"(NEDC) 39,2 km/l",1.040 kr. / år,225 hk/360 nm,Automatisk,1.250 kg,340.907 kr.,395 liter,184 cm,445 cm,162 cm
,,,,,,,,,,,,,,,,,
VW,Golf VII,"1,4 GTE DSG 5d",4.6,209.000 kr.,12/2019,55.000 km,Plug-in hybrid Benzin,"(NEDC) 34,0 km/l",1.080 kr. / år,204 hk/330 nm,Automatisk,1.500 kg,318.698 kr.,272 liter,180 cm,427 cm,145 cm
Audi,A3,"1,4 e-tron Sportback S-tr. 5d",4.5,169.900 kr.,8/2017,65.000 km,Plug-in hybrid Benzin,"(NEDC) 35,1 km/l",840 kr. / år,204 hk/350 nm,Automatisk,1.400 kg,454.328 kr.,280 liter,179 cm,431 cm,143 cm
Skoda,Octavia,"1,4 TSi iV Plus Combi DSG 5d",4.5,224.900 kr.,8/2021,76.000 km,Plug-in hybrid Benzin,"(NEDC) 45,1 km/l",840 kr. / år,204 hk/350 nm,Automatisk,1.500 kg,335.814 kr.,490 liter,183 cm,469 cm,150 cm
Ford,Puma,"1,0 EcoBoost mHEV ST-Line 5d",4.2,164.800 kr.,11/2020,88.000 km,Benzin,"(WLTP) 17,9 km/l",1.260 kr. / år,125 hk/210 nm,Manuel,1.100 kg,236.924 kr.,401 liter,181 cm,,
VW,Passat,"1,6 TDi 120 Comfortline Variant DSG 5d",4.3,118.999 kr.,5/2015,245.000 km,Diesel,"(NEDC) 25,0 km/l",1.860 kr. / år,120 hk/280 nm,Automatisk,1.500 kg,451.098 kr.,-,183 cm,,
Volvo,V50,"1,6 D DRIVe 5d",4.4,39.800 kr.,3/2010,278.000 km,Diesel,"(NEDC) 25,6 km/l",1.860 kr. / år,109 hk/240 nm,Manuel,1.300 kg,344.004 kr.,-,177 cm,452 cm,146 cm
Peugeot,308,"1,6 BlueHDi 120 Active 5d",4.3,62.900 kr.,5/2015,213.000 km,Diesel,"(NEDC) 32,3 km/l",240 kr. / år,120 hk/300 nm,Manuel,1.400 kg,259.713 kr.,-,180 cm,,
Peugeot,308,"1,6 BlueHDi 120 Style SW 5d",4.3,76.900 kr.,11/2016,198.000 km,Diesel,"(NEDC) 30,3 km/l",1.040 kr. / år,120 hk/300 nm,Manuel,1.300 kg,-,-,180 cm,459 cm,147 cm
Audi,A3,45 TFSi e S-line Sportback S-tr. 5d,4.5,284.800 kr.,4/2021,99.000 km,Plug-in hybrid Benzin,"(WLTP) 83,3 km/l",980 kr. / år,245 hk/400 nm,Automatisk,1.400 kg,390.810 kr.,380 liter,182 cm,434 cm,145 cm
Ford,Fiesta,"1,0 EcoBoost Active 5d",4.2,134.700 kr.,6/2020,56.000 km,Benzin,"(WLTP) 19,6 km/l",1.260 kr. / år,125 hk/170 nm,Manuel,1.000 kg,183.009 kr.,303 liter,174 cm,,
Peugeot,308,"1,6 BlueHDi 120 Active SW 5d",4.3,71.900 kr.,10/2015,182.200 km,Diesel,"(NEDC) 31,3 km/l",1.040 kr. / år,120 hk/300 nm,Manuel,1.300 kg,271.745 kr.,-,180 cm,459 cm,147 cm
Peugeot,308,"1,6 BlueHDi 120 Style Sky SW 5d",4.3,79.500 kr.,11/2016,199.000 km,Diesel,"(NEDC) 31,3 km/l",1.040 kr. / år,120 hk/300 nm,Manuel,1.300 kg,-,-,180 cm,459 cm,147 cm
Ford,Kuga,"2,5 PHEV Vignale CVT 5d",4.4,209.900 kr.,10/2021,129.000 km,Plug-in hybrid Benzin,"(NEDC) 37,3 km/l",840 kr. / år,225 hk/-,Automatisk,1.500 kg,364.306 kr.,411 liter,188 cm,461 cm,166 cm
Ford,Kuga,"2,5 PHEV ST-Line X CVT 5d",4.4,199.600 kr.,7/2020,59.000 km,Plug-in hybrid Benzin,"(NEDC) 37,3 km/l",1.040 kr. / år,225 hk/-,Automatisk,1.200 kg,306.008 kr.,411 liter,188 cm,461 cm,166 cm
Cupra,Leon,"1,4 eHybrid Sportstourer DSG 5d",·,209.000 kr.,5/2021,126.000 km,Plug-in hybrid Benzin,"(NEDC) 39,0 km/l",1.040 kr. / år,245 hk/400 nm,Automatisk,1.500 kg,335.810 kr.,470 liter,180 cm,466 cm,146 cm
Peugeot,308,"1,6 BlueHDi 120 Style 5d",4.3,94.800 kr.,6/2016,145.000 km,Diesel,"(NEDC) 32,3 km/l",240 kr. / år,120 hk/300 nm,Manuel,1.400 kg,266.993 kr.,-,180 cm,,
Kia,Niro,"1,6 HEV Advance DCT 5d",4.5,155.800 kr.,10/2019,58.000 km,Hybrid (Benzin + El),"(NEDC) 71,4 km/l",840 kr. / år,141 hk/265 nm,Automatisk,1.300 kg,301.018 kr.,436 liter,181 cm,,
VW,Golf Sportsvan,"1,6 TDi 110 Highline BMT 5d",4.7,79.700 kr.,10/2014,202.000 km,Diesel,"(NEDC) 25,6 km/l",1.860 kr. / år,110 hk/250 nm,Manuel,1.500 kg,366.495 kr.,-,181 cm,,
Citroën,Grand C4 Picasso,"1,6 BlueHDi 120 Intensive 7prs 5d",4.1,119.900 kr.,3/2017,129.400 km,Diesel,"(NEDC) 25,0 km/l",1.860 kr. / år,120 hk/300 nm,Manuel,1.500 kg,302.558 kr.,-,183 cm,,
,,,,,,,,,,,,,,,,,
Renault,Megane IV,"1,5 dCi 110 Zen Sport Tourer 5d",4.4,84.900 kr.,3/2017,169.000 km,Diesel,"(NEDC) 28,6 km/l",1.040 kr. / år,110 hk/250 nm,Manuel,1.700 kg,275.200 kr.,-,181 cm,,
Ford,Kuga,"2,5 PHEV ST-Line CVT 5d",4.4,194.900 kr.,7/2020,67.000 km,Plug-in hybrid Benzin,"(NEDC) 37,5 km/l",1.040 kr. / år,225 hk/-,Automatisk,1.200 kg,292.010 kr.,411 liter,188 cm,461 cm,166 cm
Honda,Civic,"1,6 i-DTEC Comfort Tourer 5d",4.2,94.800 kr.,6/2016,172.000 km,Diesel,"(NEDC) 26,3 km/l",1.860 kr. / år,120 hk/300 nm,Manuel,1.400 kg,273.000 kr.,-,177 cm,,
Renault,Kadjar,"1,5 dCi 110 Zen 5d",4.4,94.900 kr.,8/2016,185.000 km,Diesel,"(NEDC) 26,3 km/l",1.860 kr. / år,110 hk/260 nm,Manuel,1.350 kg,312.800 kr.,-,184 cm,,
Peugeot,208,"1,5 BlueHDi 100 Allure Sky 5d",4.2,117.900 kr.,4/2020,98.000 km,Diesel,"(WLTP) 24,4 km/l",1.400 kr. / år,100 hk/250 nm,Manuel,1.200 kg,185.909 kr.,309 liter,175 cm,,
Peugeot,208,"1,5 BlueHDi 100 Like Sky 5d",4.2,74.700 kr.,8/2019,148.000 km,Diesel,"(WLTP) 21,7 km/l",1.400 kr. / år,100 hk/250 nm,Manuel,1.150 kg,142.010 kr.,285 liter,174 cm,,
Ford,Kuga,"2,5 PHEV ST-Line X CVT 5d",4.4,198.900 kr.,10/2021,89.000 km,Plug-in hybrid Benzin,"(WLTP) 71,4 km/l",840 kr. / år,225 hk/-,Automatisk,1.500 kg,345.749 kr.,411 liter,188 cm,461 cm,166 cm
VW,Golf VIII,"1,4 eHybrid DSG 5d",4.6,199.900 kr.,12/2020,81.000 km,Plug-in hybrid Benzin,"(NEDC) 45,7 km/l",940 kr. / år,204 hk/-,Automatisk,1.500 kg,308.415 kr.,272 liter,180 cm,429 cm,148 cm
Opel,Grandland X,"1,6 Hybrid Ultimate aut. 5d",4.4,204.800 kr.,4/2021,53.000 km,Plug-in hybrid Benzin,"(NEDC) 38,9 km/l",1.040 kr. / år,224 hk/360 nm,Automatisk,1.250 kg,314.648 kr.,390 liter,186 cm,448 cm,161 cm
Peugeot,3008,"1,6 Hybrid Allure LTD EAT8 5d",4.4,189.900 kr.,11/2020,75.000 km,Plug-in hybrid Benzin,"(NEDC) 39,0 km/l",1.040 kr. / år,225 hk/360 nm,Automatisk,1.250 kg,325.911 kr.,395 liter,184 cm,445 cm,162 cm
Ford,Kuga,"2,5 PHEV ST-Line X CVT 5d",·,189.600 kr.,7/2020,75.812 km,Plug-in hybrid Benzin,"(NEDC) 37,5 km/l",1.040 kr. / år,225 hk/-,Automatisk,1.200 kg,306.008 kr.,411 liter,188 cm,461 cm,166 cm
VW,Golf VII,"1,4 GTE DSG 5d",4.6,139.900 kr.,2/2018,174.000 km,Plug-in hybrid Benzin,"(NEDC) 35,1 km/l",1.080 kr. / år,204 hk/330 nm,Automatisk,1.500 kg,318.698 kr.,272 liter,180 cm,427 cm,145 cm
Audi,A3,"1,4 e-tron S-line Sportback S-tr. 5d",4.5,164.900 kr.,12/2017,125.000 km,Plug-in hybrid Benzin,"(NEDC) 32,1 km/l",1.160 kr. / år,204 hk/350 nm,Automatisk,1.400 kg,-,280 liter,179 cm,431 cm,143 cm
Nissan,Juke,"1,5 dCi 110 Tekna 5d",4.2,49.800 kr.,9/2014,199.000 km,Diesel,"(NEDC) 25,0 km/l",1.860 kr. / år,110 hk/240 nm,Manuel,1.250 kg,315.089 kr.,-,177 cm,,
Kia,Niro,"1,6 PHEV Advance DCT 5d",·,109.900 kr.,7/2018,175.000 km,Plug-in hybrid Benzin,"(NEDC) 42,1 km/l",980 kr. / år,141 hk/265 nm,Automatisk,1.300 kg,300.581 kr.,324 liter,180 cm,435 cm,153 cm
Volvo,V40,"2,0 D2 120 Momentum 5d",4.3,104.900 kr.,2/2017,142.000 km,Diesel,"(NEDC) 27,8 km/l",1.860 kr. / år,120 hk/280 nm,Manuel,1.500 kg,331.000 kr.,-,180 cm,,
VW,Golf VII,"1,6 TDi 110 BlueMotion 5d",4.6,99.900 kr.,8/2014,196.000 km,Diesel,"(NEDC) 31,3 km/l",1.040 kr. / år,110 hk/250 nm,Manuel,1.000 kg,299.996 kr.,-,180 cm,,
Ford,Kuga,"2,5 PHEV ST-Line X CVT 5d",4.4,224.900 kr.,11/2021,62.000 km,Plug-in hybrid Benzin,"(WLTP) 100,0 km/l",840 kr. / år,225 hk/-,Automatisk,1.500 kg,377.557 kr.,411 liter,188 cm,461 cm,166 cm
Volvo,V40,"1,6 D2 115 Kinetic 5d",4.3,84.900 kr.,11/2012,184.000 km,Diesel,"(NEDC) 27,8 km/l",1.860 kr. / år,115 hk/270 nm,Manuel,1.300 kg,300.640 kr.,-,180 cm,,
Kia,XCeed,"1,6 PHEV Upgrade Intro DCT 5d",4.5,154.900 kr.,6/2020,125.000 km,Plug-in hybrid Benzin,"(NEDC) 44,0 km/l",980 kr. / år,141 hk/265 nm,Automatisk,1.300 kg,308.912 kr.,291 liter,183 cm,440 cm,149 cm
Hyundai,i30,"1,6 CRDi 110 Premium stc. 5d",4.4,89.900 kr.,6/2017,209.000 km,Diesel,"(NEDC) 26,3 km/l",1.860 kr. / år,110 hk/280 nm,Manuel,1.500 kg,273.395 kr.,-,180 cm,,
Peugeot,208,"1,5 BlueHDi 100 Prestige 5d",4.2,67.900 kr.,10/2019,189.000 km,Diesel,"(WLTP) 21,7 km/l",1.400 kr. / år,100 hk/205 nm,Manuel,1.150 kg,146.010 kr.,285 liter,174 cm,,
VW,Passat,"1,4 GTE Variant DSG 5d",4.3,217.900 kr.,4/2021,132.000 km,Plug-in hybrid Benzin,"(WLTP) 76,9 km/l",840 kr. / år,218 hk/400 nm,Automatisk,1.600 kg,395.364 kr.,483 liter,183 cm,477 cm,152 cm
Peugeot,208,"1,2 PureTech 100 Allure Sky EAT8 5d",4.2,139.900 kr.,11/2020,115.000 km,Benzin,"(NEDC) 25,6 km/l",1.260 kr. / år,100 hk/205 nm,Automatisk,1.200 kg,220.910 kr.,309 liter,177 cm,,
Peugeot,208,"1,2 PureTech 100 Edition:210+ 5d",4.2,139.900 kr.,10/2020,63.000 km,Benzin,"(WLTP) 18,2 km/l",1.260 kr. / år,100 hk/205 nm,Manuel,1.200 kg,180.929 kr.,309 liter,177 cm,,
Peugeot,208,"1,5 BlueHDi 100 Prestige Sky 5d",4.2,88.900 kr.,10/2019,127.000 km,Diesel,"(WLTP) 21,7 km/l",1.400 kr. / år,100 hk/205 nm,Manuel,1.150 kg,-,285 liter,174 cm,,
Seat,Leon,"1,4 eHybrid FR Sportstourer DSG 5d",4.4,209.900 kr.,8/2021,44.000 km,Plug-in hybrid Benzin,"(WLTP) 90,9 km/l",840 kr. / år,204 hk/350 nm,Automatisk,1.500 kg,295.810 kr.,470 liter,180 cm,464 cm,146 cm
Ford,Kuga,"2,5 PHEV ST-Line X CVT 5d",4.4,179.900 kr.,3/2021,137.879 km,Plug-in hybrid Benzin,"(NEDC) 37,5 km/l",1.040 kr. / år,225 hk/-,Automatisk,1.200 kg,306.008 kr.,411 liter,188 cm,461 cm,166 cm
Peugeot,308,"1,6 BlueHDi 120 Allure SW EAT6 5d",4.3,114.900 kr.,4/2016,139.000 km,Diesel,"(NEDC) 26,3 km/l",1.860 kr. / år,120 hk/300 nm,Automatisk,1.200 kg,341.993 kr.,-,186 cm,,
Jeep,Compass,"1,3 4xe Limited aut. 4x4 5d",4.3,199.700 kr.,12/2021,66.000 km,Plug-in hybrid Benzin,"(NEDC) 30,0 km/l",840 kr. / år,190 hk/-,Automatisk,1.250 kg,335.920 kr.,420 liter,187 cm,439 cm,165 cm
Kia,Niro,"1,6 PHEV Advance DCT 5d",4.5,164.900 kr.,4/2021,76.000 km,Plug-in hybrid Benzin,"(WLTP) 71,4 km/l",980 kr. / år,141 hk/265 nm,Automatisk,1.300 kg,285.718 kr.,324 liter,181 cm,436 cm,154 cm
Honda,HR-V,"1,6 i-DTEC Executive 5d",4.1,132.900 kr.,8/2017,157.000 km,Diesel,"(NEDC) 25,0 km/l",1.860 kr. / år,120 hk/300 nm,Manuel,1.400 kg,355.000 kr.,-,177 cm,,
Renault,Talisman,"1,5 dCi 110 Zen Sport Tourer EDC 5d",4.4,104.700 kr.,7/2017,189.000 km,Diesel,"(NEDC) 26,3 km/l",1.860 kr. / år,110 hk/250 nm,Automatisk,1.850 kg,407.900 kr.,-,187 cm,,
Peugeot,3008,"1,6 Hybrid Allure Pack EAT8 5d",4.4,219.900 kr.,4/2021,55.000 km,Plug-in hybrid Benzin,"(NEDC) 39,2 km/l",1.040 kr. / år,225 hk/360 nm,Automatisk,1.250 kg,335.809 kr.,395 liter,184 cm,445 cm,162 cm
Audi,A3,"1,6 TDi 110 Sportback 5d",4.5,119.700 kr.,12/2016,113.000 km,Diesel,"(NEDC) 25,6 km/l",1.860 kr. / år,110 hk/250 nm,Manuel,1.000 kg,-,-,179 cm,,
Ford,Kuga,"2,5 PHEV ST-Line X CVT 5d",4.4,199.900 kr.,3/2021,137.000 km,Plug-in hybrid Benzin,"(WLTP) 71,4 km/l",840 kr. / år,225 hk/-,Automatisk,1.500 kg,345.749 kr.,411 liter,188 cm,461 cm,166 cm
VW,Golf Sportsvan,"1,6 TDi 110 Comfortline BMT 5d",4.7,74.800 kr.,1/2015,288.000 km,Diesel,"(NEDC) 27,8 km/l",1.860 kr. / år,110 hk/250 nm,Manuel,1.000 kg,-,-,181 cm,,
Citroën,C3,"1,6 BlueHDi 100 Cool Comfort 5d",4.1,29.800 kr.,6/2015,284.000 km,Diesel,"(NEDC) 33,3 km/l",240 kr. / år,100 hk/254 nm,Manuel,1.150 kg,139.993 kr.,-,173 cm,,
Audi,A3,"1,6 TDi 110 Sport Sportback S-tr. 5d",4.5,164.800 kr.,6/2017,119.000 km,Diesel,"(NEDC) 25,0 km/l",1.860 kr. / år,110 hk/250 nm,Automatisk,1.500 kg,300.126 kr.,-,179 cm,,
Peugeot,208,"1,2 PureTech 100 Allure Sky EAT8 5d",4.2,144.900 kr.,7/2020,54.000 km,Benzin,"(NEDC) 25,6 km/l",1.260 kr. / år,100 hk/205 nm,Automatisk,1.200 kg,220.910 kr.,309 liter,177 cm,,
,,,,,,,,,,,,,,,,,
Peugeot,3008,"1,6 Hybrid Allure Pack LTD EAT8 5d",·,199.900 kr.,4/2021,83.500 km,Plug-in hybrid Benzin,"(NEDC) 39,2 km/l",1.040 kr. / år,225 hk/360 nm,Automatisk,1.250 kg,345.809 kr.,395 liter,184 cm,445 cm,162 cm
Peugeot,308,"1,6 BlueHDi 120 Strike SW 5d",4.3,89.800 kr.,12/2016,202.000 km,Diesel,"(NEDC) 31,3 km/l",1.040 kr. / år,120 hk/300 nm,Manuel,1.300 kg,199.989 kr.,-,186 cm,,
Citroën,C4,"1,6 BlueHDi 100 Challenge 5d",4.2,69.800 kr.,4/2017,174.000 km,Diesel,"(NEDC) 30,3 km/l",1.040 kr. / år,100 hk/254 nm,Manuel,1.550 kg,189.883 kr.,-,179 cm,,
Audi,A3,"1,4 e-tron Sport Sportback S-tr. 5d",4.5,159.800 kr.,4/2018,142.000 km,Plug-in hybrid Benzin,"(NEDC) 35,1 km/l",1.080 kr. / år,204 hk/350 nm,Automatisk,1.400 kg,394.834 kr.,280 liter,179 cm,431 cm,143 cm
Audi,Q3,35 TFSi 5d,4.5,245.000 kr.,6/2021,66.000 km,Benzin,"(WLTP) 15,2 km/l",1.080 kr. / år,150 hk/250 nm,Manuel,1.400 kg,375.803 kr.,530 liter,185 cm,448 cm,159 cm
Citroën,C4,"1,6 BlueHDi 120 Feel Complet EAT6 5d",4.2,54.700 kr.,9/2016,199.000 km,Diesel,"(NEDC) 27,0 km/l",1.860 kr. / år,120 hk/300 nm,Automatisk,1.450 kg,252.993 kr.,-,179 cm,433 cm,149 cm
Ford,Kuga,"2,5 PHEV ST-Line CVT 5d",4.4,184.500 kr.,7/2020,99.000 km,Plug-in hybrid Benzin,"(NEDC) 37,5 km/l",1.040 kr. / år,225 hk/-,Automatisk,1.200 kg,292.010 kr.,411 liter,188 cm,461 cm,166 cm
Volvo,V40 CC,"1,6 D2 115 Momentum 5d",4.6,98.999 kr.,4/2014,137.000 km,Diesel,"(NEDC) 26,3 km/l",1.860 kr. / år,115 hk/270 nm,Manuel,1.300 kg,369.902 kr.,-,180 cm,,
Skoda,Octavia,"1,4 TSi iV Plus DSG 5d",4.5,209.400 kr.,3/2021,56.000 km,Plug-in hybrid Benzin,"(WLTP) 100,0 km/l",840 kr. / år,204 hk/350 nm,Automatisk,1.500 kg,315.815 kr.,450 liter,183 cm,469 cm,149 cm
,,,,,,,,,,,,,,,,,
Cupra,Formentor,"1,4 eHybrid VZ DSG 5d",4.7,269.000 kr.,5/2021,74.000 km,Plug-in hybrid Benzin,"(NEDC) 37,2 km/l",1.040 kr. / år,245 hk/400 nm,Automatisk,1.500 kg,360.811 kr.,345 liter,184 cm,445 cm,151 cm
Ford,Kuga,"2,5 PHEV Vignale CVT 5d",4.4,229.900 kr.,12/2020,59.000 km,Plug-in hybrid Benzin,"(NEDC) 37,5 km/l",1.040 kr. / år,225 hk/-,Automatisk,1.200 kg,364.306 kr.,411 liter,188 cm,461 cm,166 cm
Audi,A3,"1,4 e-tron S-line Sportback S-tr. 5d",4.5,214.900 kr.,4/2020,46.200 km,Plug-in hybrid Benzin,"(NEDC) 33,6 km/l",1.080 kr. / år,204 hk/350 nm,Automatisk,1.400 kg,-,280 liter,179 cm,,
Ford,Kuga,"2,5 PHEV Titanium CVT 5d",4.4,184.900 kr.,12/2021,82.000 km,Plug-in hybrid Benzin,"(WLTP) 100,0 km/l",840 kr. / år,225 hk/-,Automatisk,1.500 kg,339.545 kr.,411 liter,188 cm,461 cm,166 cm
Hyundai,Tucson,"1,6 PHEV Essential aut. 4WD 5d",4.2,219.700 kr.,8/2021,96.000 km,Plug-in hybrid Benzin,"(WLTP) 71,4 km/l",840 kr. / år,265 hk/350 nm,Automatisk,1.350 kg,340.814 kr.,558 liter,187 cm,450 cm,165 cm
Kia,Niro,"1,6 PHEV Advance DCT 5d",4.5,154.500 kr.,6/2020,106.000 km,Plug-in hybrid Benzin,"(WLTP) 71,4 km/l",980 kr. / år,141 hk/265 nm,Automatisk,1.300 kg,274.920 kr.,324 liter,181 cm,436 cm,154 cm
,,,,,,,,,,,,,,,,,
Peugeot,308,"1,6 BlueHDi 120 Style SW 5d",·,54.900 kr.,8/2015,225.000 km,Diesel,"(NEDC) 31,3 km/l",1.040 kr. / år,120 hk/300 nm,Manuel,1.300 kg,271.745 kr.,-,180 cm,,
VW,Golf VIII,"1,4 GTE DSG 5d",4.6,219.900 kr.,11/2020,88.000 km,Plug-in hybrid Benzin,"(WLTP) 90,9 km/l",1.080 kr. / år,245 hk/400 nm,Automatisk,1.500 kg,340.814 kr.,280 liter,179 cm,428 cm,146 cm
Peugeot,208,"1,2 PureTech 100 Allure Sky EAT8 5d",·,149.900 kr.,7/2020,69.500 km,Benzin,"(NEDC) 25,6 km/l",1.260 kr. / år,100 hk/205 nm,Automatisk,1.200 kg,220.910 kr.,309 liter,177 cm,,
Hyundai,i30,"1,6 CRDi 110 5d",4.4,89.900 kr.,12/2016,123.000 km,Diesel,"(NEDC) 26,3 km/l",1.860 kr. / år,110 hk/280 nm,Manuel,1.500 kg,-,-,178 cm,,
Ford,Kuga,"2,5 PHEV ST-Line X CVT 5d",4.4,194.990 kr.,4/2021,106.000 km,Plug-in hybrid Benzin,"(NEDC) 37,3 km/l",1.040 kr. / år,225 hk/-,Automatisk,1.200 kg,306.008 kr.,411 liter,188 cm,461 cm,166 cm
Kia,Ceed,"1,6 PHEV Upgrade+ SW DCT 5d",4.3,169.500 kr.,1/2020,80.000 km,Plug-in hybrid Benzin,"(WLTP) 76,9 km/l",940 kr. / år,141 hk/265 nm,Automatisk,1.300 kg,341.913 kr.,427 liter,180 cm,461 cm,147 cm
Citroën,C3,"1,6 BlueHDi 100 Challenge 5d",4.1,49.700 kr.,12/2015,183.000 km,Diesel,"(NEDC) 33,3 km/l",240 kr. / år,100 hk/254 nm,Manuel,1.150 kg,136.990 kr.,-,173 cm,,
Citroën,Grand C4 Picasso,"1,6 e-HDi 115 Seduction ETG6 7prs 5d",4.1,74.700 kr.,1/2014,249.000 km,Diesel,"(NEDC) 25,0 km/l",1.860 kr. / år,115 hk/270 nm,Automatisk,1.500 kg,334.992 kr.,-,183 cm,,
Peugeot,308,"1,6 BlueHDi 120 Active 5d",4.3,49.900 kr.,10/2015,208.000 km,Diesel,"(NEDC) 32,3 km/l",240 kr. / år,120 hk/300 nm,Manuel,1.400 kg,259.713 kr.,-,180 cm,,
Audi,A3,"1,6 TDi 110 Sport Sportback 5d",4.5,139.989 kr.,1/2017,137.000 km,Diesel,"(NEDC) 25,0 km/l",1.860 kr. / år,110 hk/250 nm,Manuel,1.500 kg,277.463 kr.,-,179 cm,,
VW,Golf VII,"1,4 GTE DSG 5d",4.6,124.700 kr.,6/2017,210.000 km,Plug-in hybrid Benzin,"(NEDC) 32,1 km/l",840 kr. / år,204 hk/330 nm,Automatisk,1.500 kg,307.688 kr.,-,180 cm,427 cm,145 cm
Peugeot,308,"1,6 BlueHDi 120 Active SW 5d",4.3,79.500 kr.,5/2015,163.000 km,Diesel,"(NEDC) 31,3 km/l",1.040 kr. / år,120 hk/300 nm,Manuel,1.300 kg,271.745 kr.,-,180 cm,,
Kia,Niro,"1,6 PHEV Advance DCT 5d",4.5,119.900 kr.,9/2018,138.000 km,Plug-in hybrid Benzin,"(NEDC) 51,0 km/l",840 kr. / år,141 hk/265 nm,Automatisk,1.300 kg,300.581 kr.,324 liter,180 cm,435 cm,153 cm
Citroën,Grand C4 Picasso,"1,6 BlueHDi 120 Intensive 7prs 5d",4.1,59.900 kr.,10/2015,244.000 km,Diesel,"(NEDC) 25,0 km/l",1.860 kr. / år,120 hk/300 nm,Manuel,1.500 kg,339.625 kr.,-,183 cm,,
Opel,Corsa,"1,5 D 102 Elegance 5d",4.1,99.700 kr.,9/2020,118.000 km,Diesel,"(NEDC) 34,4 km/l",1.400 kr. / år,102 hk/250 nm,Manuel,1.200 kg,170.913 kr.,309 liter,177 cm,,
Kia,Ceed,"1,6 CRDi 136 GT-Line SW 5d",4.3,124.900 kr.,3/2017,75.000 km,Diesel,"(NEDC) 25,6 km/l",1.860 kr. / år,136 hk/280 nm,Manuel,1.500 kg,280.523 kr.,-,178 cm,,
VW,Golf VII,"1,4 GTE DSG 5d",4.6,135.000 kr.,12/2014,179.000 km,Plug-in hybrid Benzin,"(NEDC) 36,4 km/l",840 kr. / år,204 hk/350 nm,Automatisk,1.500 kg,426.995 kr.,-,180 cm,436 cm,145 cm
Peugeot,3008,"1,6 Hybrid4 GT Line EAT8 5d",4.4,195.427 kr.,8/2020,99.000 km,Plug-in hybrid Benzin,"(NEDC) 40,2 km/l",980 kr. / år,300 hk/520 nm,Automatisk,1.250 kg,-,395 liter,184 cm,445 cm,162 cm
VW,Golf VII,"1,4 GTE DSG 5d",4.6,104.700 kr.,11/2015,173.000 km,Plug-in hybrid Benzin,"(NEDC) 34,8 km/l",840 kr. / år,204 hk/350 nm,Automatisk,1.500 kg,426.098 kr.,-,180 cm,436 cm,145 cm
Mitsubishi,Outlander,"2,4 PHEV Intense CVT 4WD 5d",4.1,175.000 kr.,11/2019,99.000 km,Plug-in hybrid Benzin,"(NEDC) 32,1 km/l",1.160 kr. / år,224 hk/300 nm,Automatisk,1.500 kg,385.926 kr.,498 liter,180 cm,470 cm,170 cm
Volvo,XC40,"1,5 T5 ReCharge R-Design aut. 5d",4.5,269.900 kr.,7/2020,131.000 km,Plug-in hybrid Benzin,"(NEDC) 31,1 km/l",1.160 kr. / år,262 hk/425 nm,Automatisk,1.800 kg,573.003 kr.,405 liter,186 cm,443 cm,166 cm
Seat,Leon,"1,4 eHybrid FR DSG 5d",4.4,184.999 kr.,10/2020,118.000 km,Plug-in hybrid Benzin,"(NEDC) 40,5 km/l",980 kr. / år,204 hk/350 nm,Automatisk,1.500 kg,278.410 kr.,270 liter,180 cm,437 cm,146 cm
Renault,Kadjar,"1,5 dCi 110 Zen 5d",4.4,99.700 kr.,5/2016,168.000 km,Diesel,"(NEDC) 26,3 km/l",1.860 kr. / år,110 hk/260 nm,Manuel,1.350 kg,312.800 kr.,-,184 cm,,
Fiat,Punto,"0,9 TwinAir 100 Popstar Edition 5d",3.9,69.900 kr.,1/2016,65.000 km,Benzin,"(NEDC) 26,3 km/l",840 kr. / år,100 hk/145 nm,Manuel,1.000 kg,127.602 kr.,-,169 cm,407 cm,149 cm
